|,|__appid,|__name,|__developer,|__publisher,|__score_rank,|__positive,|__negative,|__userscore,|__owners,|__average_forever,|__average_2weeks,|__median_forever,|__median_2weeks,|__price,|__initialprice,|__discount,,
370510,370510,Marble Mayhem: Fragile Ball,"Bimboosoft Co.,Ltd.",Epic Quest Games,,663,342,0,"200,000 .. 500,000",215,0,200,0,199,199,0,,
227760,227760,March of the Eagles,Paradox Development Studio,Paradox Interactive,,141,65,0,"50,000 .. 100,000",461,0,122,0,1999,1999,0,,
unknow,unknow,March of War,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Mare Nostrum,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
283370,283370,Marine Sharpshooter II: Jungle Warfare,Jarhead Games,Funbox Media Ltd,,171,363,0,"100,000 .. 200,000",38,0,9,0,89,299,70,,
214560,214560,Mark of the Ninja,Klei Entertainment,Microsoft Studios,,14659,452,0,"1,000,000 .. 2,000,000",417,38,275,38,0,0,0,,
unknow,unknow,Marlow Briggs,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
277910,277910,Mars Colony:Challenger,HyperKat Games,HyperKat Games,,75,47,0,"0 .. 20,000",292,0,408,0,499,499,0,,
232750,232750,Mars: War Logs,Spiders,Focus Home Interactive,,1396,523,0,"200,000 .. 500,000",315,0,206,0,1499,1499,0,,
unknow,unknow,Marvel Heroes 2015,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
234330,234330,Marvel Puzzle Quest,Demiurge Studios,D3 Go!,,2335,1053,0,"200,000 .. 500,000",7086,656,99,656,0,0,0,,
17460,17460,Mass Effect,BioWare,Electronic Arts,,10031,654,0,"1,000,000 .. 2,000,000",1254,308,583,314,1999,1999,0,,
24980,24980,Mass Effect 2,BioWare,Electronic Arts,,10582,532,0,"1,000,000 .. 2,000,000",1765,502,1158,628,1999,1999,0,,
246110,246110,MASSIVE CHALICE,Double Fine Productions,Double Fine Productions,,1091,448,0,"200,000 .. 500,000",260,0,130,0,1999,1999,0,,
9160,9160,Master Levels for Doom II,id Software,id Software,,305,65,0,"500,000 .. 1,000,000",23,23,4,35,1499,1499,0,,
251850,251850,Master Reboot,Wales Interactive,Wales Interactive,,464,149,0,"50,000 .. 100,000",233,0,165,0,1499,1499,0,,
unknow,unknow,Maszyny Rolnicze 2015,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
18480,18480,Mata Hari,4Head Studios,Viva Media,,53,36,0,"20,000 .. 50,000",163,0,169,0,999,999,0,,
358200,358200,Math Rescue,Redwood Games,3D Realms (Apogee Software),,28,8,0,"20,000 .. 50,000",3,0,3,0,499,499,0,,
50820,50820,Max and the Magic Marker,Press Play,The Games Company,,36,13,0,"0 .. 20,000",410,0,85,0,0,0,0,,
257710,257710,Max Gentlemen,The Men Who Wear Many Hats,The Men Who Wear Many Hats,,806,119,0,"200,000 .. 500,000",30,0,11,0,0,0,0,,
12140,12140,Max Payne,Remedy Entertainment,Rockstar Games,,3864,425,0,"500,000 .. 1,000,000",280,56,110,51,999,999,0,,
12150,12150,Max Payne 2: The Fall of Max Payne,Remedy Entertainment,Rockstar Games,,2459,171,0,"500,000 .. 1,000,000",250,27,157,30,999,999,0,,
204100,204100,Max Payne 3,Rockstar Studios,Rockstar Games,,21484,4336,0,"1,000,000 .. 2,000,000",829,238,522,193,1999,1999,0,,
255390,255390,Max: The Curse of Brotherhood,Press Play,Microsoft Studios,,965,52,0,"50,000 .. 100,000",271,0,245,0,1499,1499,0,,
18600,18600,Mayhem Intergalactic,Inventive Dingo,Inventive Dingo,,12,10,0,"0 .. 20,000",126,0,126,0,999,999,0,,
327650,327650,May’s Mysteries: The Secret of Dragonville,V5 Play,Studio V5,,24,32,0,"20,000 .. 50,000",120,0,72,0,999,999,0,,
220860,220860,McPixel,Sos Sosowski,Sos Sosowski,,2997,582,0,"200,000 .. 500,000",208,0,161,0,499,499,0,,
38450,38450,MDK,Shiny Entertainment,Interplay Inc.,,138,45,0,"20,000 .. 50,000",39,0,50,0,999,999,0,,
38460,38460,MDK 2,BioWare Corporation,Interplay Inc.,,96,19,0,"20,000 .. 50,000",103,0,151,0,999,999,0,,
268240,268240,Mechanic Escape,Slak Games,Plug In Digital,,653,99,0,"100,000 .. 200,000",158,0,105,0,499,499,0,,
unknow,unknow,MechWarrior Online,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Medal of Honor(TM) Multiplayer,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Medal of Honor(TM) Single Player,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
24840,24840,Medal of Honor: Airborne,EA Los Angeles,Electronic Arts,,1706,460,0,"200,000 .. 500,000",272,62,171,62,999,999,0,,
333950,333950,Medieval Engineers,Keen Software House,Keen Software House,,3228,1350,0,"200,000 .. 500,000",900,547,195,818,1999,1999,0,,
unknow,unknow,Medieval II Total War,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
4780,4780,Medieval II: Total War Kingdoms,"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,586,32,0,"100,000 .. 200,000",0,0,0,0,2499,2499,0,,
unknow,unknow,MEDIEVAL Total War - Gold Edition,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Mega Man Legacy Collection,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
248550,248550,Megabyte Punch,Team Reptile,Team Reptile,,867,107,0,"200,000 .. 500,000",181,195,63,195,1499,1499,0,,
321150,321150,Melissa K. and the Heart of Gold Collector's Edition,SDP Games,KISS ltd,,498,194,0,"200,000 .. 500,000",239,136,215,151,99,999,90,,
268220,268220,Meltdown,Phenomenon Games,Phenomenon Games,,637,105,0,"50,000 .. 100,000",197,0,144,0,699,699,0,,
200490,200490,Memento Mori,Bohemia Interactive,Bohemia Interactive,,69,46,0,"20,000 .. 50,000",128,0,234,0,1299,1299,0,,
237970,237970,Memento Mori 2,Centauri Production,Bohemia Interactive,,55,22,0,"20,000 .. 50,000",322,0,486,0,2499,2499,0,,
108210,108210,Memoir '44 Online,Days of Wonder,"Days of Wonder, Asmodee Digital",,178,117,0,"200,000 .. 500,000",2199,0,2,0,0,0,0,,
243200,243200,Memoria,Daedalic Entertainment,Daedalic Entertainment,,1336,136,0,"200,000 .. 500,000",246,0,198,0,479,3999,88,,
307070,307070,Memories of a Vagabond,Darkelite Studio Inc,Darkelite Studio Inc,,918,196,0,"200,000 .. 500,000",205,121,210,121,499,499,0,,
7830,7830,Men of War,Best Way,"1C Entertainment, 1C-SoftClub",,1652,254,0,"200,000 .. 500,000",1231,68,159,68,499,499,0,,
64000,64000,Men of War: Assault Squad,Digitalmindsoft,"1C Entertainment, 1C-SoftClub",,2869,414,0,"500,000 .. 1,000,000",1454,0,444,0,999,999,0,,
244450,244450,Men of War: Assault Squad 2,Digitalmindsoft,1C Entertainment,,11251,2010,0,"500,000 .. 1,000,000",2690,344,976,110,2999,2999,0,,
204860,204860,Men of War: Condemned Heroes,1C-SoftClub,1C Entertainment,,183,99,0,"100,000 .. 200,000",323,0,85,0,799,799,0,,
3130,3130,Men of War: Red Tide,1C Entertainment,"1C Entertainment, 1C-SoftClub",,290,69,0,"200,000 .. 500,000",257,0,38,0,499,499,0,,
63940,63940,Men of War: Vietnam,1C Entertainment,"1C Entertainment, 1C-SoftClub",,398,244,0,"100,000 .. 200,000",265,95,118,95,799,799,0,,
214270,214270,Mensa Academy,,,,0,0,0,"0 .. 20,000",206,0,206,0,0,0,0,,
unknow,unknow,Mercenary Kings,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
294020,294020,Merchants of Kaidan,Forever Entertainment S. A.,Forever Entertainment S. A.,,295,143,0,"100,000 .. 200,000",448,0,373,0,1499,1499,0,,
265120,265120,Meridian: New World,Elder Games,"Merge Games, Headup Games",,223,227,0,"100,000 .. 200,000",260,0,225,0,699,699,0,,
32200,32200,Metal Drift,Black Jacket Studios,Black Jacket Studios,,82,45,0,"20,000 .. 50,000",144,0,80,0,999,999,0,,
235460,235460,METAL GEAR RISING: REVENGEANCE,PlatinumGames,Konami Digital Entertainment,,13639,1140,0,"500,000 .. 1,000,000",722,1646,431,151,2999,2999,0,,
unknow,unknow,Metal Gear Solid Legacy,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
311340,311340,METAL GEAR SOLID V: GROUND ZEROES,Kojima Productions,Konami Digital Entertainment,,7913,1683,0,"500,000 .. 1,000,000",288,57,144,50,1999,1999,0,,
287700,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,Konami Digital Entertainment,Konami Digital Entertainment,,38420,4919,0,"1,000,000 .. 2,000,000",3145,640,1593,216,1999,1999,0,,
299840,299840,Metal Planet,Pavel Bulatov,Pavel Bulatov,,10,38,0,"0 .. 20,000",247,0,232,0,599,599,0,,
362070,362070,Metal Reaper Online,N2Games,"Sesisoft, JC Planet",,337,142,0,"200,000 .. 500,000",75,0,17,0,0,0,0,,
250180,250180,METAL SLUG 3,"SNK CORPORATION, DotEmu",SNK CORPORATION,,5218,550,0,"500,000 .. 1,000,000",227,33,131,34,799,799,0,,
356310,356310,METAL SLUG DEFENSE,SNK CORPORATION,SNK CORPORATION,,734,733,0,"200,000 .. 500,000",203,37,11,37,0,0,0,,
312610,312610,METAL SLUG X,"SNK CORPORATION, DotEmu",SNK CORPORATION,,1527,155,0,"200,000 .. 500,000",183,112,125,156,799,799,0,,
412470,412470,Metal War Online: Retribution,GDT Limited,GDT Limited,,436,355,0,"200,000 .. 500,000",106,1,24,1,0,0,0,,
422630,422630,Metaverse Construction Kit,Metaware,Metaware,,154,78,0,"100,000 .. 200,000",16,0,7,0,0,0,0,,
unknow,unknow,Metro 2033,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
286690,286690,Metro 2033 Redux,4A Games,Deep Silver,,27776,7411,0,"2,000,000 .. 5,000,000",571,245,335,110,1999,1999,0,,
unknow,unknow,Metro Conflict,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Metro Last Light,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
287390,287390,Metro: Last Light Redux,4A Games,Deep Silver,,23125,5997,0,"2,000,000 .. 5,000,000",683,346,434,156,1999,1999,0,,
313130,313130,Metrocide,Flat Earth Games,Flat Earth Games,,85,64,0,"20,000 .. 50,000",175,0,175,0,1299,1299,0,,
223510,223510,Miasmata,IonFx,IonFX Studios,,735,215,0,"100,000 .. 200,000",201,0,75,0,224,1499,85,,
unknow,unknow,Microsoft Flight,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
314160,314160,Microsoft Flight Simulator X: Steam Edition,Microsoft Game Studios,Dovetail Games - Flight,,8735,2256,0,"500,000 .. 1,000,000",3159,395,295,96,2499,2499,0,,
unknow,unknow,MicroVolts Surge,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
241930,241930,Middle-earth: Shadow of Mordor,"Monolith Productions, Feral Interactive (Mac), Feral Interactive (Linux)","WB Games, Feral Interactive (Mac)",,51479,4569,0,"2,000,000 .. 5,000,000",1073,702,721,124,1999,1999,0,,
unknow,unknow,Midnight Club II,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
208630,208630,Midnight Mysteries 3: Devil on the Mississippi,MumboJumbo,MumboJumbo,,58,16,0,"20,000 .. 50,000",283,0,367,0,999,999,0,,
208640,208640,Midnight Mysteries 4: Haunted Houdini,MumboJumbo,MumboJumbo,,51,5,0,"50,000 .. 100,000",314,0,415,0,999,999,0,,
208620,208620,Midnight Mysteries: Salem Witch Trials,MumboJumbo,MumboJumbo,,56,33,0,"50,000 .. 100,000",306,0,328,0,999,999,0,,
unknow,unknow,Might & Magic Duel of Champions,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
336520,336520,Might & Magic Heroes Online,Blue Byte,Ubisoft,,274,416,0,"200,000 .. 500,000",339,3,27,3,0,0,0,,
321960,321960,Might & Magic Heroes VII,Limbic Entertainment,Ubisoft,,1411,1640,0,"100,000 .. 200,000",1311,782,449,1027,2999,2999,0,,
238750,238750,Might & Magic X - Legacy,Ubisoft,Ubisoft,,1559,776,0,"100,000 .. 200,000",1099,38,374,38,2499,2499,0,,
61700,61700,Might & Magic: Clash of Heroes,Capybara Games,Ubisoft,,1281,150,0,"200,000 .. 500,000",806,0,242,0,999,999,0,,
48220,48220,Might & Magic: Heroes VI,Blackhole,Ubisoft,,2641,2905,0,"500,000 .. 1,000,000",2630,635,876,1127,1999,1999,0,,
394600,394600,Mighty Gunvolt,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.",,147,53,0,"20,000 .. 50,000",305,0,94,0,499,499,0,,
280140,280140,Millennium - A New Hope,Aldorlea Games,Aldorlea Games,,233,75,0,"200,000 .. 500,000",245,256,251,264,599,599,0,,
294230,294230,Millie,Forever Entertainment S. A.,Forever Entertainment S. A.,,499,107,0,"100,000 .. 200,000",200,151,193,151,399,399,0,,
363330,363330,Mind Snares: Alice's Journey,World-Loom,Artifex Mundi,,395,54,0,"50,000 .. 100,000",249,0,208,0,999,999,0,,
296070,296070,MIND: Path to Thalamus Enhanced Edition,"Pantumaca Barcelona, @CarlosGameDev, Dani Navarro, Luka Nieto",Talking About Media,,835,398,0,"100,000 .. 200,000",248,0,248,0,239,1199,80,,
376870,376870,Minecraft: Story Mode - A Telltale Games Series,Telltale Games,Telltale Games,,6058,1945,0,"200,000 .. 500,000",687,8,448,13,2499,2499,0,,
223430,223430,Miner Wars 2081,Keen Software House,Keen Software House,,110,212,0,"50,000 .. 100,000",139,0,64,0,999,999,0,,
219070,219070,Miner Wars Arena,Keen Software House,Keen Software House,,10,12,0,"0 .. 20,000",10,0,18,0,499,499,0,,
287980,287980,Mini Metro,Dinosaur Polo Club,Dinosaur Polo Club,,7418,290,0,"500,000 .. 1,000,000",420,34,216,24,999,999,0,,
209520,209520,Mini Motor Racing EVO,The Binary Mill,The Binary Mill,,409,221,0,"50,000 .. 100,000",190,0,159,0,499,499,0,,
35000,35000,Mini Ninjas,IO Interactive,Square Enix,,1565,263,0,"200,000 .. 500,000",140,145,31,272,999,999,0,,
308520,308520,Minimon,Lunar Labs,Lunar Labs,,40,36,0,"0 .. 20,000",212,0,238,0,999,999,0,,
214190,214190,Minimum,,"Atari, Cubed Productions LLC",,2612,1709,0,"200,000 .. 500,000",314,6,149,6,0,0,0,,
17410,17410,Mirror's Edge,DICE,Electronic Arts,,17846,2335,0,"2,000,000 .. 5,000,000",358,59,153,38,1999,1999,0,,
231310,231310,MirrorMoon EP,Santa Ragione,Santa Ragione,,277,177,0,"50,000 .. 100,000",144,1,87,1,1499,1499,0,,
299740,299740,Miscreated,Entrada Interactive LLC,Entrada Interactive LLC,,17208,7817,0,"500,000 .. 1,000,000",1316,431,311,170,2499,2499,0,,
47500,47500,Mishap: An Accidental Haunting,Virtual Prophecy Entertainment,"Namco Networks America, Inc.",,12,3,0,"0 .. 20,000",301,0,301,0,0,0,0,,
395520,395520,Missing Translation,"AlPixel Games, Luis Diaz, Gustavo Santos, Albert Fernandez, Tice Thomason",GamesBoosters,,2427,331,0,"200,000 .. 500,000",55,0,22,0,0,0,0,,
338030,338030,Mission Control: NanoMech,WisdomTools,WisdomTools,,3,6,0,"0 .. 20,000",2,0,2,0,899,899,0,,
389570,389570,Mitos.is: The Game,Freakinware Studios,Freakinware Studios,,9455,2150,0,"2,000,000 .. 5,000,000",443,18,61,25,0,0,0,,
263620,263620,Mitsurugi Kamui Hikae,Zenith Blue,AGM PLAYISM,,2443,530,0,"100,000 .. 200,000",182,0,114,0,999,999,0,,
unknow,unknow,MLB 2K10,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,MLB 2K11,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,MLB 2K12,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,MLB Front Office Manager,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Modular Combat,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Monaco,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
63200,63200,Monday Night Combat,Uber Entertainment,Uber Entertainment,,718,204,0,"200,000 .. 500,000",470,0,149,0,499,499,0,,
unknow,unknow,Monkey Island 2 Special Edition,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
265830,265830,Monochroma,Nowhere Studios,Nowhere Studios,,452,151,0,"50,000 .. 100,000",206,0,182,0,1999,1999,0,,
unknow,unknow,Monopoly,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
358210,358210,Monster Bash,3D Realms (Apogee Software),Apogee Software,,26,4,0,"50,000 .. 100,000",17,0,17,0,499,499,0,,
226740,226740,Monster Loves You!,"Radial Games Corp, Dejobaan Games, LLC",Radial Games Corp,,826,246,0,"200,000 .. 500,000",176,0,137,0,999,999,0,,
296710,296710,Monstrum,Team Junkfish,Junkfish Limited,,1431,164,0,"100,000 .. 200,000",277,184,155,199,1799,1799,0,,
258950,258950,Montague's Mount,PolyPusher Studios,PolyPusher Studios,,242,168,0,"20,000 .. 50,000",188,0,187,0,499,499,0,,
358240,358240,Monuments of Mars,3D Realms (Apogee Software),3D Realms (Apogee Software),,15,4,0,"50,000 .. 100,000",37,0,37,0,0,0,0,,
unknow,unknow,Moon Breakers,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
39000,39000,Moonbase Alpha,"Virtual Heroes, Army Game Studio",NASA,,9827,1160,0,"1,000,000 .. 2,000,000",105,49,37,58,0,0,0,,
unknow,unknow,Moonrise,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
276810,276810,Mordheim: City of the Damned,Rogue Factor,Focus Home Interactive,,3583,1602,0,"200,000 .. 500,000",1210,184,274,184,3999,3999,0,,
314020,314020,Morphopolis,"Dan  Walters, Ceri Williams",Dan  Walters,,3846,748,0,"200,000 .. 500,000",656,49,167,57,399,399,0,,
unknow,unknow,Mortal Kombat Kollection,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
237110,237110,Mortal Kombat Komplete Edition,"NetherRealm Studios, High Voltage Software",Warner Bros. Interactive Entertainment,,12265,1420,0,"1,000,000 .. 2,000,000",756,129,312,113,1999,1999,0,,
unknow,unknow,Mortal Kombat Legacy II - Ep. 1 Reunited in Macau,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
307780,307780,Mortal Kombat X,"NetherRealm Studios, QLOC",Warner Bros. Interactive Entertainment,,21126,7111,0,"1,000,000 .. 2,000,000",995,198,391,73,1999,1999,0,,
287920,287920,Mortal Online,Star Vault AB,Star Vault AB,,1357,1325,0,"500,000 .. 1,000,000",368,0,33,0,0,0,0,,
17180,17180,Mosby's Confederacy,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",,15,6,0,"0 .. 20,000",200,0,200,0,999,999,0,,
240600,240600,MotoGP13,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",,407,163,0,"50,000 .. 100,000",792,1,152,1,199,999,80,,
256390,256390,MotoGP14,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",,200,216,0,"20,000 .. 50,000",120,132,116,132,999,999,0,,
343120,343120,Motorbike,baKno Games,baKno Games,,39,19,0,"0 .. 20,000",53,1,72,1,999,999,0,,
291290,291290,Motte Island,Gamebell Studio,One Aperture,,68,19,0,"0 .. 20,000",61,0,89,0,499,499,0,,
22100,22100,Mount & Blade,TaleWorlds Entertainment,TaleWorlds Entertainment,,3181,285,0,"1,000,000 .. 2,000,000",784,175,188,213,999,999,0,,
unknow,unknow,Mount & Blade With Fire and Sword,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
48700,48700,Mount & Blade: Warband,TaleWorlds Entertainment,TaleWorlds Entertainment,,75277,2196,0,"2,000,000 .. 5,000,000",6186,582,1856,168,1999,1999,0,,
296470,296470,Mount Your Friends,Stegersaurus Software Inc.,Stegersaurus Software Inc.,,6312,325,0,"500,000 .. 1,000,000",185,81,122,46,499,499,0,,
313340,313340,Mountain,David OReilly,"Double Fine Presents, David OReilly",,10874,1504,0,"200,000 .. 500,000",887,253,135,293,99,99,0,,
394680,394680,Mountain Crime: Requital,Alawar Stargaze,Alawar Entertainment,,240,27,0,"50,000 .. 100,000",215,0,206,0,299,299,0,,
unknow,unknow,Movie Studio 13 Platinum - Steam Powered,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,MoW Face Off M,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,MoW Face Off XL,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
264220,264220,Mr. Bree+,TawStudio Entertainment,TawStudio Entertainment,,193,28,0,"20,000 .. 50,000",252,0,203,0,299,299,0,,
20710,20710,Mr. Robot,Moonpod,Moonpod,,55,12,0,"20,000 .. 50,000",198,0,61,0,799,799,0,,
105420,105420,Ms. Splosion Man,Twisted Pixel Games,Microsoft Studios,,167,50,0,"50,000 .. 100,000",147,0,59,0,999,999,0,,
263700,263700,Muffin Knight,Angry Mob Games,Angry Mob Games,,293,88,0,"50,000 .. 100,000",239,39,106,39,499,499,0,,
1530,1530,Multiwinia,Introversion Software,Introversion Software,,363,76,0,"500,000 .. 1,000,000",89,0,20,0,999,999,0,,
281750,281750,Munin,Gojira,Daedalic Entertainment,,446,88,0,"100,000 .. 200,000",254,28,240,28,499,499,0,,
274900,274900,Murder Miners,JForce Games,JForce Games,,4237,821,0,"500,000 .. 1,000,000",219,47,112,54,99,99,0,,
233290,233290,Murdered: Soul Suspect,Airtight Games,Square Enix,,8467,1616,0,"500,000 .. 1,000,000",288,159,208,142,2999,2999,0,,
267360,267360,MURI,"Ludosity, Remar Games",Ludosity,,408,39,0,"20,000 .. 50,000",175,0,99,0,499,499,0,,
346440,346440,Musclecar Online,Psychic Software,Psychic Software,,23,10,0,"0 .. 20,000",6,0,6,0,299,599,50,,
243160,243160,Mushroom 11,Untame,Untame,,434,88,0,"100,000 .. 200,000",238,151,203,151,1499,1499,0,,
222180,222180,Mushroom Men: Truffle Trouble,Red Fly Studio,Red Fly Studio,,21,9,0,"0 .. 20,000",134,0,130,0,299,299,0,,
unknow,unknow,Music Creator 6 Touch,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
247370,247370,Mutant Mudds Deluxe,Renegade Kid,Good Shepherd Entertainment,,326,111,0,"50,000 .. 100,000",237,0,133,0,999,999,0,,
110630,110630,Mutant Storm: Reloaded,PomPom Games,PomPom Games,,22,14,0,"20,000 .. 50,000",51,0,63,0,499,499,0,,
55140,55140,MX vs. ATV Reflex,"Double Helix Games, Rainbow Studios, THQ Nordic",THQ Nordic,,1588,355,0,"200,000 .. 500,000",322,20,50,27,1999,1999,0,,
282050,282050,MX vs. ATV Supercross Encore,"Rainbow Studios, THQ Nordic",THQ Nordic,,285,281,0,"20,000 .. 50,000",455,4,517,4,2999,2999,0,,
256370,256370,MXGP - The Official Motocross Videogame,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",,649,180,0,"50,000 .. 100,000",1087,0,533,0,999,999,0,,
389700,389700,My Bones,GDNomad,Infernal Dream,,151,150,0,"200,000 .. 500,000",272,302,254,302,199,199,0,,
unknow,unknow,My Lands,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
unknow,unknow,Myst V,unknow,unknow,,-1,-1,-1,unknow,-1,-1,-1,-1,-1,-1,-1,,
63660,63660,Myst: Masterpiece Edition,Cyan Worlds,Cyan Worlds,,152,80,0,"100,000 .. 200,000",87,0,54,0,599,599,0,,
344790,344790,Mystery Masters: Psycho Train Deluxe Edition,Alawar,Viva Media,,82,36,0,"20,000 .. 50,000",203,76,191,76,999,999,0,,
326380,326380,Mystery of Neuschwanstein,Chimera Entertainment,astragon Entertainment,,35,9,0,"0 .. 20,000",349,0,349,0,1199,1199,0,,
3500,3500,Mystery P.I. - The Lottery Ticket,SpinTop Games,"PopCap Games, Inc.",,10,3,0,"20,000 .. 50,000",139,0,204,0,499,499,0,,
3570,3570,Mystery P.I. - The New York Fortune,SpinTop Games,"PopCap Games, Inc.",,8,5,0,"20,000 .. 50,000",152,0,302,0,499,499,0,,
3520,3520,Mystery P.I. - The Vegas Heist,SpinTop Games,"PopCap Games, Inc.",,11,5,0,"20,000 .. 50,000",396,0,756,0,499,499,0,,
358220,358220,Mystic Towers,Animation F/X,3D Realms (Apogee Software),,18,4,0,"20,000 .. 50,000",9,0,9,0,499,499,0,,
40380,40380,nail'd,Techland,Deep Silver,,860,214,0,"100,000 .. 200,000",196,0,46,0,499,499,0,,
265690,265690,NaissanceE,Limasse Five,Limasse Five,,1044,299,0,"100,000 .. 200,000",134,933,33,995,0,0,0,,
329650,329650,NAM,TNT Team,"Retroism, Nightdive Studios",,142,45,0,"50,000 .. 100,000",5,0,6,0,174,699,75,,
302730,302730,Namariel Legends: Iron Lord Premium Edition,Shaman Games Studio,PlayRIX,,70,15,0,"20,000 .. 50,000",104,0,170,0,699,699,0,,
